,Title,Accident_x0020_Date,Geolocation_x0020_Latitude,Geolocation_x0020_Longitude,NSTB_x0020_Investigation_x0020_Status,NTSB_x0020_Title,Executive_x0020_Summary,Probable_x0020_Cause,AccidentContent,AccidentCount,AccidentHeader,DisclaimerContent,WhatHappened,WhatWeFound,WhatWeRecommended,IIC,LessonsLearned,Waterway,InvestigativeDetailVideo1,InvestigativeDetailVideo2,InvestigativeDetailVideo3,InvestigativeDetailVideo4,InvestigativeDetailVideo1Title,InvestigativeDetailVideo2Title,InvestigativeDetailVideo3Title,InvestigativeDetailVideo4Title,RelatedSafetyAlert,RelatedRecommendations,RelatedReports
10,Amtrak Train Collision with Maintenance-of-Way Equipment,2016-04-03T04:00:00Z,39.8489035,-75.3937896,Closed,,,,,,,,"<p>​​On April 3, 2016, about 7&#58;50 a.m. eastern daylight time, southbound Amtrak train 89 (train 89) struck a backhoe with a worker inside at milepost 15.7 near Chester, Pennsylvania. The train was authorized to operate on main track 3 (track 3) at the maximum authorized speed of 110 mph. Beginning on the morning of April 1, Amtrak had scheduled track-bed restoration―ballast vacuuming—at milepost 15.7 on track 2 on the Philadelphia to Washington Line. Track 2 had to be taken out of service between control points Baldwin (milepost 11.7) and Hook (milepost 16.8) for the 55-hour duration of the project. As train 89 approached milepost 15.7, the locomotive engineer saw equipment and workers on and near track 3 and initiated an emerg​​ency brake application. The train speed was 106 mph before the emergency brake application and 99 mph when it struck the backhoe. Two roadway workers were killed, and 39 other people were injured. Amtrak estimated property damages to be $2.5 million.<br></p>","<p>​The probable cause of the accident was the unprotected fouled track that was used to route a passenger train at maximum authorized speed; the absence of supplemental shunting devices, which Amtrak required but the foreman could not apply because he had none; and the inadequate transfer of job site responsibilities between foremen during the shift change that resulted in failure to clear the track, to transfer foul time, and to conduct a job briefing. Allowing these unsafe actions to occur were the inconsistent views of safety and safety management throughout Amtrak’s corporate structure that led to the company’s deficient system safety program that resulted in part from Amtrak’s inadequate collaboration with its unions and from its failure to prioritize safety. Also contributing to the accident was the Federal Railroad Administration’s failure to require redundant signal protection, such as shunting, for maintenance-of-way work crews who depend on the train dispatcher to provide signal protection, prior to the accident.​<br></p>","<p>We made safety recommendations to the Federal Railroad Administration, Amtrak, Brotherhood of Maintenance of Way Employes Division, American Railway and Airway Supervisors Association, Brotherhood of Locomotive Engineers and Trainmen, and Brotherhood of Railroad Signalmen. The National Transportation Safety Board also reiterates a recommendation to the Federal Railroad Administration.​​<br><br></p>",,,,,,,,,,,,,,
11,Undesired Train Acceleration and Deceleration,2016-03-19T04:00:00Z,39.855325,-104.6842349,Closed,,,,,,,,"​​On March 19, 2016, about 1&#58;54 a.m. mountain daylight time, train 425 of the Denver,<div>Colorado, International Airport’s (DEN) Automated Guided Transport System (AGTS) was&#160;</div><div>routed from East Concourse C to the West Main Terminal through a turnout when it accelerated&#160;</div><div>and then decelerated. No operator was on board the automated train. Four passengers were&#160;</div><div>injured.&#160; &#160; &#160;<br></div><div><br></div>","<p>​​ We determined that the probable cause of the accident was a coding error in the software that allowed an incorrect speed code to be sent to the train while it traversed the crossover, resulting in rapid acceleration.​​​​</p><p><br></p>",,,,,,,,,,,,,,,
12,"Collision of Two Union Pacific Railroad Freight Trains, Granger, Wyoming",2016-03-14T04:00:00Z,41.596159,-109.966214,Closed,,,,,,,,"On March 14, 2016, at 9&#58;41 p.m. mountain daylight time, westbound Union Pacific Railroad (UP) freight train KG1LAC-13 (5718 West) traveled from the main track through a switch into a controlled siding and collided head on with stopped eastbound UP local freight train LCK41-14 (5155 East).&#160;At the time, UP was installing and testing positive train control (PTC) on the main track. While this work was in progress, UP employees suspended signals and established absolute blocks to ensure that trains could move safely through the areas without signals (the suspension). The collision occurred on a siding on the UP Evanston Subdivision near Granger, Wyoming. The engineer of the striking train received minor injuries; the conductor was not injured. The crew of the stopped train exited the locomotive before the collision and were not injured. At the time of the accident, it was dark with cloudy sky and light wind; the temperature was 20°F.<br><div>​<br></div>",<p>​​​We determined&#160;that the probable cause of the accident was that the employee-in-charge incorrectly used information from a conversation with the train dispatcher as authorization to send a train into the signal suspension territory. Contributing to the accident was the failure of the conductor pilot at CP G844 to check the switch position before authorizing the train to enter the signal suspension territory.&#160; &#160; &#160;<br></p><p><br></p>,,,,,,,,,,,,,,,
13,"Amtrak Derailment in Cimarron, Kansas",2016-03-13T05:00:00Z,37.808347,-100.379829,Closed,,,,,,,,"<div>​On March 13, 2016, about 9&#58;30 a.m. central daylight time, an unattended two-axle agricultural truck loaded with cattle feed rolled away from the Cimarron Crossing Feeders feedlot, in Cimarron, Kansas.1 The truck rolled down a hill, across a highway, and collided with the BNSF Railway (BNSF) railroad tracks. The collision caused a lateral shift in the tracks at milepost (MP) 372.09. At 12&#58;02 a.m. the next day, an eastbound Amtrak (National Railroad Passenger Corporation) passenger train derailed while crossing the misaligned tracks.&#160;</div><div><br></div><div>The Los Angeles-to-Chicago train, which had two locomotives and 10 cars, was operating 
</div><div>on the La Junta Subdivision. The last four cars derailed on their sides, and two other cars derailed 
</div><div>upright. Of the 130 passengers and 14 Amtrak employees on board, 28 were injured. Amtrak and the BNSF estimated the damages to be more than $1.4 million.<br>​<br></div>","<p>​We&#160;​​determined that the probable cause of the derailment was the agriculture truck driver’s failure to properly secure his unattended truck, which rolled downhill and struck the BNSF railroad tracks causing them to misalign. Contributing to the accident was the failure of the truck’s driver and his supervisor to report the incident to the local authorities.<br><br></p>",,,,,,,,,,,,,,,
14,Norfolk Southern Railway Employee Fatality,2016-02-20T05:00:00Z,30.060166,-89.964459,Closed,,,,,,,,"On February 20, 2016, about 6&#58;10 a.m., Norfolk Southern Railway Company (NS) train 298 struck and killed a NS terminal trainmaster in New Orleans, Louisiana. The train was operating on main track 2 at milepost 186 of the Alabama division, NE subdivision. At the time of the accident, the trainmaster was most likely placing a shunt on main track 2 to perform a train-crew efficiency test. The National Weather Service had issued a dense fog advisory for the area from 4&#58;00 a.m. until 9&#58;00 a.m. on the day of the accident. Visibility was reported as 1/4 mile in dense fog.<br><div><br></div>",<p>​We&#160;​​determined&#160;that the probable cause of the accident was the trainmaster not detecting the presence of an oncoming train and removing himself from main track 2 for unknown reasons.&#160; &#160;</p><p><br></p>,,,,,,,,,,,,,,,
15,Train Collision with End of Track,2015-12-28T05:00:00Z,37.0405086,-122.065447,Closed,,,,,,,,"​On December 28, 2015, about 11&#58;55 a.m., Pacific standard time, a Roaring Camp &amp; Big Trees Narrow Gauge Railroad (RCBT) tourist/excursion train struck a wooden bumper at the end of a switchback track in Felton, California.&#160;The train had 39 passengers, six of whom received minor injuries. The weather at the time of the accident was partly sunny with the wind out of the east at 5 miles per hour (mph) and the temperature was 49°F.<br><br>",<p>We ​determined that the probable cause of the accident was the engineer’s application of the throttle lever friction shoe that prevented the throttle lever from being placed into the idle position and his failure to stop the train by using the emergency engine stop lever or pneumatic clutch control valves before the collision with the wooden bumper at the end of the track.​<br><br></p>,,,,,,,,,,,,,,,
16,National Passenger Railroad Corporation (Amtrak) Passenger Train 55 Collision with Rocks and Subsequent Derailment on the New England Central Railroad,2015-10-05T04:00:00Z,44.112841,-7267623,Closed,,,,,,,,"​On October 5, 2015, at 10&#58;22 a.m. eastern daylight time (EDT), southbound National Passenger Railroad Corporation (Amtrak) passenger train 55 derailed at milepost (MP) 65.2 after striking a rock pile that fouled the track on the New England Central Railroad (NECR) Roxbury Subdivision track near Northfield, Vermont.&#160;The collision caused the locomotive and four coach cars to derail; the locomotive and the first coach car slid down a steep embankment.&#160;Four train crew members and three passengers were injured. Amtrak estimated the equipment damages at $10 million, and the NECR estimated the track-related damages at $200,000.<br><br><br>",<p>​We determined&#160;that the probable cause of the accident was the collision of the train with debris from a rock slide that fouled the track.​<br><br></p>,,,,,,,,,,,,,,,
17,Railroad Accident Brief: Union Pacific Railroad Employee Fatality,2015-09-29T04:00:00Z,39.1226559,-94.7514508,Closed,,,,,,,,"​​​On September 29, 2015, at 11&#58;15 a.m. central daylight time, Union Pacific Railroad (UP)<div>remote control train YAR-24R-29 struck and fatally injured a foreman conducting switching&#160;</div><div>operations at the east end of Armourdale Yard in Kansas City, Kansas.&#160;The foreman was found
</div><div>in the gage of track 5 under the lead railcar.&#160; A second switching crew foreman working in the&#160;</div><div>yard was operating the striking train. There was no property damage. The sky was partly cloudy&#160;</div><div>and the temperature was 70° F.&#160; &#160; &#160;
<br><br></div>",<p>​​​We determined that the probable cause of the accident was the east crew foreman being in the gage of the track for unknown reasons while a train switching movement was being performed by another crew. Contributing to the accident was the inadequate radio communications and work coordination between the crews working in the yard.​</p><p><br></p>,<p>We made a safety recommendation to the Union Pacific Railroad.​</p><p><br></p>,,,,,,,,,,,,,,
18,BNSF Railway Unit Ethanol Train Derailment,2015-09-19T04:00:00Z,43.032146,-97.59215,Closed,,,,,,,,"On September 19, 2015, about 6&#58;18 a.m., central daylight time, BNSF Railway Company (BNSF) unit ethanol train GMNXDPK717, with 3 locomotives, 96 loaded tank cars, and 2 hopper cars filled with sand, derailed at a small bridge at milepost (MP) 597.7 near Lesterville, South Dakota. Seven cars (tank car 2 through tank car 8 from the head end of the train) derailed. Two of the derailed cars breached and released 49,743 gallons of denatured fuel ethanol (ethanol) that caught fire. A third car leaked ethanol from its bottom outlet valve. There were no injuries and no evacuation. The estimated damage was $1.1 million.<br><div><br></div>","<p>​​​We determined that the probable cause of the broken rail, derailment, and subsequent fire was BNSF Railway Company’s decision to defer track maintenance and continue to operate high-hazard flammable unit trains on the Aberdeen Subdivision. Contributing to the accident was the Federal Railroad Administration’s track maintenance regulation that allowed high-hazard flammable unit trains to continue to operate after the track was reclassified to a lower standard. Contributing to the tank car breach and subsequent fire was the continued use of legacy US Department of Transportation-111 tank cars to carry flammable products.&#160; &#160;<br></p><p><br></p>",<p>​​We made recommendations to the Federal Railroad Administration and to the&#160;Pipeline and Hazardous Materials Safety Administration.​​​<br><br></p>,,,,,,,,,,,,,,
19,"Collision of Two Union Pacific Railroad Freight Trains, Texarkana, Texas",2015-09-08T04:00:00Z,33.417497,-94.052301,Closed,,,,,,,,"​On September 8, 2015, at 12&#58;34 a.m. central daylight time, westbound Union Pacific Railroad (UP) freight train AMNML-07 (striking train) collided into the side of northbound UP freight train ALDAS-06 (struck train) near Texarkana, Texas.&#160;The striking train was traveling west on the main track of the Pine Bluff Subdivision, and the struck train was traveling north on the Little Rock Subdivision. The trains collided at a diamond crossing (Texarkana Interlocking) of the two subdivisions.2 Two locomotives of the striking train and seven cars (numbers 13–19) of the struck train derailed. The engineer and conductor of the striking train sustained minor injuries; neither crewmember in the struck train was injured. The lead locomotive of the striking train released about 4,000 gallons of diesel fuel. The locomotive event recorder data indicated the striking train was traveling at 19 mph when the engineer made an emergency brake application. At the time of the collision, the train had slowed to about 6 mph. The estimated damage was $4.66 million. At the time of the accident, it was dark, the sky was clear, the visibility was 10 miles or more, and the temperature was 82°F<br><div><br><br></div>","<p>​​​We determined that the probable cause of the accident was the failure of the westbound train crewmembers to respond to the wayside signal indications that required them to slow and to stop the train prior to the Texarkana Interlocking, because they were likely asleep. Contributing to the accident was the lack of a functioning positive train control system.&#160; &#160; &#160;</p><p><br></p>",,,,,,,,,,,,,,,
20,Railroad Accident Brief: Norfolk Southern Employee Fatality During Switching Operations,2015-08-12T04:00:00Z,31.373321,-89.2677354,Closed,,,,,,,,"On August 12, 2015, at 10&#58;39 p.m., central daylight time, a Norfolk Southern Railway 
​<br><div>Company (NS) conductor trainee working at the Lone Star Gas facility (H 82) on the NS Alabama 
</div><div>Division in Petal, Mississippi, was killed when he was pinned between two tank cars that were 
</div><div>being coupled on the industry track.&#160;The weather at the time of the accident was 77°F and partly 
</div><div>cloudy. <br><br>The accident occurred inside the Lone Star liquefied petroleum gas (LPG) transloading</div><div>facility in Petal, Mississippi, about 5 miles east of Hattiesburg. H 82 was east of the NS main track, a siding track, and a back track. Train movements on the main track were authorized by track warrants and governed by operating rules, general orders, timetable instructions, and the signal indications of an absolute block system.​</div><p><br></p>",<p>​​We determined that the probable cause of the accident was the conductor trainee stepping in between two tank cars without protection for an unknown reason during the shove movement.<br><br></p>,,,,,,,,,,,,,,,
21,Canadian National Railway Employee Fatality,2015-07-25T04:00:00Z,41.5768 ,-87.6602,Closed,,,,,,,,"​​On July 25, 2015, at 8&#58;36 a.m. central daylight time, a Canadian National Railway<div>Company (CN) yard conductor died after he tripped, slipped, or fell while trying to board a&#160;</div><div>train.1 He was working at the CN Markham Yard in Homewood, Illinois. The crew included a&#160;</div><div>locomotive engineer, a conductor (the deceased), a brakeman, and a utility man; train R96991-25
</div><div>consisted of two locomotives and 12 cars.&#160;<br></div><div><br></div>","<p>​We determined&#160;that the probable cause of the accident was that the conductor slipped, tripped, or fell during his attempt to board locomotive GTW 4927 as it passed at 12.5 mph, which is three times the maximum authorized speed to board moving equipment.​</p><p><br></p>",,,,,,,,,,,,,,,
22,Railroad Accident Brief: BNSF Railway Employee Fatality,2015-05-25T04:00:00Z,45.0252,-93.2666,Closed,,,,,,,,"​On May 25, 2015, at 11&#58;39 a.m. central daylight time, a BNSF Railway engineering department foreman died while directing the unloading of track panels from flat cars located on a side track adjacent to a main track.1 While the foreman directed the work from one of the flat cars, the machine operator was attempting to unload two track panels; however one panel slid off the<div>fork lift and struck two locomotives passing on the adjacent main track. The foreman jumped or
</div><div>fell from the flat car to the ground just as the falling panel struck a panel on the flat car forcing it
</div><div>to slide onto the foreman below. (See figure 1.) The accident occurred near milepost (MP) 9.7 on
</div><div>the BNSF Midway Subdivision in Minneapolis, Minnesota. The passing locomotive was operating
</div><div>at 13 miles per hour (mph). The temperature at the time of the accident was 63°F with wind of
</div><div>17°mph.</div><div><br></div>",<p>​​​We determined that the probable cause of the accident was the locomotive on an adjacent track striking track panels being unloaded and causing them to dislodge and fall on the foreman. Contributing to the accident was (1) a job briefing that did not address the risks associated with the work; (2) the continuation of unloading activities despite being alerted to an approaching train on the adjacent main track; and (3) unclear guidance on adjacent track protection.&#160;</p><p><br></p>,,,,,,,,,,,,,,,
