,Title,Accident_x0020_Date,Geolocation_x0020_Latitude,Geolocation_x0020_Longitude,NSTB_x0020_Investigation_x0020_Status,NTSB_x0020_Title,Executive_x0020_Summary,Probable_x0020_Cause,AccidentContent,AccidentCount,AccidentHeader,DisclaimerContent,WhatHappened,WhatWeFound,WhatWeRecommended,IIC,LessonsLearned,Waterway,InvestigativeDetailVideo1,InvestigativeDetailVideo2,InvestigativeDetailVideo3,InvestigativeDetailVideo4,InvestigativeDetailVideo1Title,InvestigativeDetailVideo2Title,InvestigativeDetailVideo3Title,InvestigativeDetailVideo4Title,RelatedSafetyAlert,RelatedRecommendations,RelatedReports
10,Collision of Two Union Pacific Railroad Freight Trains,2005-10-15T04:00:00Z,33.4213405,-94.0536716,Closed,,,,,,,,"<p>​​At 4&#58;56 a.m., central daylight time, on October 15, 2005, westbound Union Pacific Railroad (UP) train ZYCLD 132 collided with the rear of standing UP train MPBHG 15 in the UP rail yard in Texarkana, Arkansas. The collision resulted in the puncture of a railroad tank car containing propylene, a compressed flammable gas. The propylene was heavier than air and flowed near the ground into a nearby neighborhood. The flowing gas reached a house where an unknown ignition source ignited the gas, and the house exploded. The single occupant was killed. The fire moved quickly along the flowing gas back to the punctured tank car. A second, unoccupied, home was destroyed in the fire, and a wooden railroad trestle burned completely. Approximately 3,000 residents within a 1-mile radius of the punctured tank car were advised to evacuate the area. The two crews and the employees working at the Texarkana yard were not injured, and they evacuated the area safely. Between 5&#58;00 a.m. and 7&#58;00 a.m., the wind was calm, the visibility was 10 miles, and the temperature was approximately 59° F. Total damage was $2.4 million, including $325,975 in equipment damage and $2,053,198 in track damage.<br></p>","<p>​​We determined that the probable cause of the October 15, 2005, collision of Union Pacific Railroad train ZYCLD 13 with Union Pacific Railroad train MPBHG 15 in Texarkana, Arkansas, was the failure of the crew of train ZYCLD 13 to remain attentive and alert and thereby able to stop short of an observable standing train. Contributing to the severity of the accident was the puncture of a tank car during the collision, which resulted in the release of propylene and a fire.&#160;​</p>","<p>​We ma​de recommendations to the City of Texarkana, Union Pacific Railroad, International Association of FIre Chiefs, and the&#160;Association of American Railroads and the American Short Line and Regional Railroad Association.​​​<br></p>",,,,,,,,,,,,,,
11,UP Train Strikes Railroad Employee,2005-10-05T04:00:00Z,41.3066601,-105.6539416,Closed,,,,,,,,"<p>​​On October 5, 2005, about 6&#58;00 p.m., near Laramie, Wyoming, a westbound Union Pacific Railroad (UP) train struck and killed a maintenance-of-way employee who was working on an adjacent track. He had been walking on the track with his back to the approaching train. He had been preparing to move a tamper machine. The train was cleared through the work limits at 40 mph.</p><p>Throughout the day, the UP employee-in-charge notified several designated safety coordinators of approaching trains. In turn, the coordinators notified the workers for whom they were responsible. However, earlier in the year, the tamper operators had made an agreement with their safety coordinator that they did not need to be notified directly about approaching trains. They believed that (1) their equipment did not normally enter an area that could be struck by a train passing on an adjacent track and (2) they would monitor the radio in the cab of the tampers and would be aware of approaching trains when the coordinator notified other members of the work crew. On the day of the accident, the tamper operator who was struck by the train was not inside the cab to listen to the radio when the crews were notified of the approaching train. He was walking along the adjacent track with his back to the striking train.<br></p>",<p>We determined&#160;that the probable cause of the accident was the agreement among the employees that they did not need to be notified of approaching trains as required by rule and regulation. Contributing to the accident was the employee’s failure to stay a safe distance from a track cleared for passing trains.​<br></p>,,,,,,,,,,,,,,,
12,Derailment of Northeast Illinois Regional Commuter Railroad Corporation (Metra) Train 504,2005-09-17T04:00:00Z,41.810318,-87.628882,Closed,,,,,,,,"<p>​​On Saturday, September 17, 2005, about 8&#58;35 a.m., eastbound (inbound) Northeast Illinois Regional Commuter Railroad Corporation (Metra) train 504 derailed one locomotive and five cars at milepost (MP) 4.7 near West 47th and South Federal Street in Chicago, Illinois.&#160;The train was being operated in the push mode from a cab control car at the lead end. The train had departed Joliet, Illinois, at 7&#58;24 a.m. en route to the LaSalle Street station in downtown Chicago. The train crew consisted of an engineer in the cab control car and a conductor, an assistant conductor, and a collector in the passenger cars.</p><p>The train derailed as it traversed a crossover from track 2 to track 1 that had a prescribed maximum operating speed of 10 mph. (See figure 1.) The train was traveling 69 mph as it entered the crossover. The second through the fifth cars from the lead end of ​the train struck a steel girder that was part of a bridge that carried the tracks over 47th Street. Both turnouts of the crossover and one power switch machine were destroyed.</p><p>Following the accident, Metra relocated the track to a new bridge adjacent to the original bridge. Metra reported that 185 passengers and 4 crewmembers were on the train. There were 109 passengers, 4 crewmembers, and 4 others injured. Additionally, two passengers were killed. The derailment occurred during daylight hours, in sunny, clear weather with a temperature of 65° F.&#160;<br></p>","<p>We determined&#160;that the probable cause of the September 17, 2005, derailment of Northeast Illinois Regional Commuter Railroad Corporation (Metra) train 504 in Chicago, Illinois, was the engineer’s inattentiveness to signal indications and his failure to operate the train in accordance with the signal indications and the speed restriction for the crossover at Control Point 48th Street. Contributing to the accident was lack of recognition by Metra of the risk posed by the significant difference between track speed and crossover speed at the accident location and its inaction to reduce that risk through additional operational safety procedures or other means. Also contributing to the accident was the lack of a positive train control system.&#160;​</p>",<p>​We mad​e recommendations to the Federal Railroad Administration and Northeast Illinois Regional Commuter Railroad Corporation (Metra).<br></p>,,,,,,,,,,,,,,
13,Collision of Two Union Pacific Railroad Trains,2005-09-15T04:00:00Z,30.4907625,-95.0225707,Closed,,,,,,,,"<p>​​About 12&#58;07 a.m. on September 15, 2005, Union Pacific Railroad (UP) train MPBSR 13, entered the siding at Shepherd, Texas, at approximately 37 mph and struck UP train LEF52 14. ​The engineer of the standing train, train LEF52 14, was killed. The lead locomotive of the striking train, train MPBSR 13, rolled onto its side, and the engineer and conductor sustained minor injuries. The temperature was approximately 78° F; and, other than darkness, visibility was clear. The estimated property damage was about $1,514,000.</p><p>The collision occurred on the UP’s Lufkin Subdivision, approximately 50 miles north of ​Houston, Texas. Train movements were authorized by track warrants issued by the train dispatcher in Omaha, Nebraska. The maximum authorized speed was 49 mph. There were no wayside signals to govern the train movements or protect the train from an interruption in the continuity of the track, such as an open switch. Consequently, strict compliance with the operating rules was necessary to protect one train from another.<br></p>","<p>​​We determined&#160;that the probable cause of the September 15, 2005, collision of Union Pacific Railroad trains MPBSR 13 and LEF52 14 in Shepherd, Texas, was the failure of the previous crew for train LEF52 14 to return a main track switch to the normal position after they had secured the train on the siding and departed the area.&#160;
​​</p>",<p>​We&#160;made recommendations to the Federal Railroad Administration.<br></p>,,,,,,,,,,,,,,
14,Collision of Two CN Freight Trains,2005-07-10T04:00:00Z,32.6919431,-90.4080992,Closed,,,,,,,,"​​On Sunday, July 10, 2005, about 4&#58;15 a.m., central daylight time, two CN freight trains collided head on in Anding, Mississippi. The collision occurred on the CN Yazoo Subdivision, where the trains were being operated under a centralized traffic control signal system on single track. Signal data indicated that the northbound train, IC 1013 North, continued past a stop (red) signal at North Anding and collided with the southbound train, IC 1023 South, about 1/4 mile beyond the signal. The collision resulted in the derailment of 6 locomotives and 17 cars. About 15,000 gallons of diesel fuel were released from the locomotives and resulted in a fire that burned for about 15 hours. Two crewmembers were on each train; all four were killed. As a precaution, about 100 Anding residents were evacuated; they did not report any injuries. Property damages exceeded $9.5 million; clearing and environmental cleanup costs totaled about $616,800.<br>","<p>We determined&#160;that the probable cause of the July 10, 2005, collision in Anding, Mississippi, was the failure by the crew of the northbound train (IC 1013 North) to comply with wayside signals requiring them to stop at North Anding. The crew’s attention to the signals was most likely reduced by fatigue; however, due to the lack of a locomotive cab voice recorder or the availability of other supporting evidence, other factors cannot be ruled out. Contributing to the accident was the absence of a positive train control system that would have stopped the northbound train before it exceeded its authorized limits. Also contributing to the accident was the lack of an alerter on the lead locomotive that may have prompted the crew to be more attentive to their operation of the train.​</p>","<p>​As a result of its investigation of this accident, we made recommendations to the Federal Railroad Administration, the Pipeline and Hazardous Materials Safety Administration, the Occupational Safety and Health Administration, the CN, and all Class I railroads.</p>",,,,,,,,,,,,,,
15,Derailment of Amtrak Passenger Train No. 27,2005-04-03T05:00:00Z,45.7127806,-121.7920849,Closed,,,,,,,,"​​On April 3, 2005, about 9&#58;35 a.m., westbound Amtrak (National Railroad Passenger Corporation) passenger train No. 27, consisting of a single locomotive unit and four passenger cars, derailed at milepost (MP) 58.56&#160;on the BNSF Railway Company’s (BNSF’s) Northwest Division. The train was traveling 60 mph on single main line track when it derailed as it was traveling through a cut section of the Columbia River Gorge on the north side of the Columbia River near Home Valley, Washington. The train remained upright; however, the cars came to rest leaning up to approximately 35° against the outside curved embankment.&#160;There were 106 passengers and 9 Amtrak employees on board. Thirty people (22 passengers and 8 employees) sustained minor injuries; 14 of those people were taken to local hospitals. Two of the injured passengers were kept overnight for further observation; the rest were released. Track and equipment damages, in addition to clearing costs associated with the accident, totaled about<div>$854,000.&#160;&#160;<br><br><br></div>","<p>​​We determined&#160;that the probable cause of the April 3, 2005, derailment of Amtrak passenger train No. 27 near Home Valley, Washington, was the BNSF Railway Company’s inadequate response to multiple reports of rough track conditions that were subsequently attributed to excessive concrete crosstie abrasion, which allowed the outer rail to rotate outward and create a wide gage track condition. Contributing to the accident was the Federal Railroad Administration’s failure to provide adequate track safety standards for concrete crossties.&#160;​​​<br></p>","<p>​We ma​de recommendations to the Federal Railroad Administration, BNSF Railway Company, Association of American Railroads and the American Short Line and Regional Railroad Association, and the American Railway Engineering and Maintenance of Way Association​​​​.​<br></p>",,,,,,,,,,,,,,
16,Collision of Norfolk Southern Freight Train 192 With Standing Norfolk Southern Local Train P22 With Subsequent Hazardous Materials Release,2005-01-06T05:00:00Z,33.5658014,-81.826808,Closed,,,,,,,,"<p>​​About 2&#58;39 a.m. eastern standard time on January 6, 2005, northbound Norfolk Southern Railway Company (NS) freight train 192, while traveling about 47 mph through Graniteville, South Carolina, encountered an improperly lined switch that diverted the train from the main line onto an industry track, where it struck an unoccupied, parked train (NS train P22). The collision derailed both locomotiv​es and 16 of the 42 freight cars of train 192, as well as the locomotive and 1 of the 2 cars of train P22. Among the derailed cars from train 192 were three tank cars containing chlorine, one of which was breached, releasing chlorine gas. The train engineer and eight other people died as a result of chlorine gas inhalation. About 554 people complaining of respiratory difficulties were taken to local hospitals. Of these, 75 were admitted for treatment. Because of the chlorine release, about 5,400 people within a 1-mile radius of the derailment site were evacuated for several days. Total damages exceeded $6.9 million.<br></p><iframe src=""https&#58;//www.youtube.com/embed/BsIQInMleUc?controls=0"" title=""YouTube Player"" class=""youtube""></iframe>&#160;<p><br></p>","<p>We determined​ that the probable cause of the January 6, 2005, collision and derailment of Norfolk Southern train 192 in Graniteville, South Carolina, was the failure of the crew of Norfolk Southern train P22 to return a main line switch to the normal position after the crew completed work at an industry track. Contributing to the failure was the absence of any feature or mechanism that would have reminded crewmembers of the switch position and thus would have prompted them to complete this final critical task before departing the work site. Contributing to the severity of the accident was the puncture of the ninth car in the train, a tank car containing chlorine, which resulted in the release of poisonous chlorine gas.</p>",<p>We made&#160;safety recommendations to the Federal Railroad Administration.&#160;<br></p>,,,,,,,,,,,,,,
17,Derailment of CSX Transportation Freight Train Q231-01,2005-01-05T05:00:00Z,38.7238546,-84.8455888,Closed,,,,,,,,"​​On January 5, 2005, about 3&#58;04 a.m., southbound CSX Transportation (CSX) freight train Q231-01 derailed its lead locomotive and six of its cars at CSX’s Eagle Tunnel No. 3 near Glencoe, Kentucky. The train was operating about 7 mph on a single main track when it struck debris from the collapse of a section of the tunnel. The engineer had placed the train into emergency braking about 6 seconds before the impact. The engineer and the conductor sustained minor injuries during the derailment. The property ​damage was about $185,000.&#160;","<p>We determined that the probable cause of the January 5, 2005, train derailment near Glencoe, Kentucky, was the collapse of Eagle Tunnel No. 3 due to CSX Transportation’s failure to repair the previously identified deteriorating section of the tunnel.&#160;</p>",,,,,,,,,,,,,,,
18,Collision of Union Pacific Railroad Train into Crystal Cold Storage Warehouse Maintenance Building,2004-11-10T05:00:00Z,29.4429915,-98.4156198,Closed,,,,,,,,"<p>​On November 10, 2004, about 9&#58;10 a.m., Union Pacific Railroad (UP) train YEY55-10 collided with a track car mover and four refrigerated boxcars that were parked at Crystal Cold Storage track in San Antonio, Texas. The engineer lost radio communication with the conductor, who was controlling the train movement, and failed to stop the train in time to avoid the collision. An employee of a rental car company was killed as one of the parked cars was shoved over a pair of wheel stops&#160;and into the Crystal Cold Storage maintenance building.&#160;A Crystal Cold Storage employee was injured while he was unloading frozen food from one of the parked boxcars. Damages totaled $308,637.<br></p>","<p>We determined&#160;that the probable cause of the Union Pacific Railroad accident on November 10, 2004, at Crystal Cold Storage in San Antonio, Texas, was the failure of the engineer to stop the train as required by Union Pacific Railroad radio communication operating rules.​<br></p>",,,,,,,,,,,,,,,
19,Collision Between Two Washington Metropolitan Area Transit Authority Trains at the Woodley Park-Zoo/Adams Morgan Station,2004-11-03T05:00:00Z,38.924519,-77.0549659,Closed,,,,,,,,"<p>​​On Wednesday, November 3, 2004, about 12&#58;49 p.m., eastern standard time, Washington Metropolitan Area Transit Authority Metrorail train 703 collided with train 105 at the Woodley Park-Zoo/Adams Morgan station in Washington, D.C. Train 703 was traveling outbound on the Red-Line segment of the Metrorail system and ascending the grade between the Woodley Park-Zoo/Adams Morgan and the Cleveland Park underground stations, when it rolled backwards about 2,246 feet and struck train 105 at a speed of about 36 mph. Train 703 was operating as a nonrevenue train; that is, it was not carrying passengers. Train 105, a revenue train, was in the process of discharging and loading passengers at the Woodley Park-Zoo/Adams Morgan station. There were about 70 passengers on board train 105. Some passengers had exited the train just before or during the collision. The District of Columbia Fire and Emergency Medical Service transported about 20 persons to local hospitals. Estimated property damages were $3,463,183.<br></p>","<p>​​We&#160;determined&#160;that the probable cause of the November 3, 2004, collision between two Washington Metropolitan Area Transit Authority trains at the Woodley Park-Zoo/Adams Morgan station was the failure of the operator of train 703 to apply the brakes to stop the train, likely due to his reduced alertness. Contributing to the accident was the lack of a rollback protection feature to stop the train when operated in the manual mode.​​</p>","<p>We made ​​recommendations to the Washington Metropolitan Area Transit Authority and the Federal Transit Administration. On November 22, 2004, the Board issued Urgent Safety Recommendation R-04-9 to the Washington Metropolitan Area Transit Authority.​​</p>",,,,,,,,,,,,,,
20,Derailment of Union Pacific (UP) freight train ZLAMN-16,2004-10-16T04:00:00Z,34.005052,-118.065447,Closed,,,,,,,,"<p>​About 9&#58;40 a.m., on October 16, 2004, eastbound Union Pacific Railroad (UP) freight train ZLAMN-16 derailed 3 locomotives and 11 cars near Pico Rivera, California. Some of the derailed cars struck nearby residences. Small amounts of hazardous materials were released from transported cargo.2 An estimated 5,000 gallons of diesel fuel were released from the locomotive fuel tanks when they ruptured during the derailment. About 100 people were evacuated from the area. There were no injuries to area residents, the train crew, or emergency response personnel. At the time of the derailment, the sky was overcast. The wind was from the south at approximately 6 mph. The temperature was 66° F. The UP estimated the monetary damage at $2.7 million.<br></p>",<p>​We determined&#160;that the probable cause of the derailment was the failure of a pair of insulated joint bars due to fatigue cracking. Contributing to the accident was the lack of an adequate on-the-ground inspection program for identifying cracks in rail joint bars before they grow to critical size.​<br></p>,,,,,,,,,,,,,,,
