,Title,Accident_x0020_Date,Geolocation_x0020_Latitude,Geolocation_x0020_Longitude,NSTB_x0020_Investigation_x0020_Status,NTSB_x0020_Title,Executive_x0020_Summary,Probable_x0020_Cause,AccidentContent,AccidentCount,AccidentHeader,DisclaimerContent,WhatHappened,WhatWeFound,WhatWeRecommended,IIC,LessonsLearned,Waterway,InvestigativeDetailVideo1,InvestigativeDetailVideo2,InvestigativeDetailVideo3,InvestigativeDetailVideo4,InvestigativeDetailVideo1Title,InvestigativeDetailVideo2Title,InvestigativeDetailVideo3Title,InvestigativeDetailVideo4Title,RelatedSafetyAlert,RelatedRecommendations,RelatedReports
16,CSX Transportation Head-on Collision with Stationary Train,2024-04-15T04:00:00Z,30.838033,-82.010272,Closed,,,,,,,,"<p><em>​​</em>​​On April 15, 2024, at 1&#58;20 p.m. local time, northbound CSX Transportation (CSX) intermodal train I03215 traversed a misaligned switch and collided head-on with stationary, loaded rock train L74314 while traveling about 28 mph on CSX’s Jesup Subdivision near Folkston, Georgia. Two crewmembers of train I03215 and one crewmember of train L74314 were hospitalized for non-life-threatening injuries.</p>","<p>​The NTSB determines that the probable cause of the CSX Transportation head-on train collision were an improperly lined dual-controlled, power-operated switch that a conductor did not know how to properly operate, and the conductor’s failure to verify its position as required. Contributing to the accident was CSX Transportation’s insufficient training (recurring) and failure to implement operational procedures, such as a restricted speed requirement and secondary verification of switch position, to mitigate the risk of misaligned switch accidents during a signal suspension.​<br></p><p>​<br></p>",,,"<p>​​​​​On April 18, 2024, CSX published a safety alert in response to the collision in Folkston, Georgia. The safety alert discussed operating requirements for dual-controlled, power-operated switches. The alert also emphasized that “all trains must approach all switches within the limits of the signal suspension at restricted speed until it is known they are lined for the authorized and intended route.” This change is intended to give train crews time to stop if they see that they are approaching a misaligned switch. In addition, CSX published a signal suspension safety bulletin that discusses signal suspension job briefing protocols and field management audits and testing. These protocols include secondary switch verification by including a signal maintainer in the job briefing and having the signal maintainer double-check a conductor’s alignment of each switch.<br><br></p><p>This accident underscores the importance of proper switch protocols and train handling under conditions, such as a signal suspension, that prevent automated systems like positive train control from providing an additional margin of safety.</p>",,,,,,,,,,,,
17,Union Pacific Railroad Employee Fatality,2024-04-11T04:00:00Z,33.353333,-93.180833,Closed,,,,,,,,"<p>​On April 11, 2024, about 6&#58;20 p.m. local time, a Union Pacific Railroad (UP) manager of track maintenance (manager) was struck and killed by a roadway maintenance machine (RMM) during maintenance operations on the main track at milepost 366.25 on the Pine Bluff Subdivision near McNeil, Arkansas.[1] The RMM was a hi-rail excavator that was being operated by a B&amp;P Enterprises employee (operator).[2] The manager was on the south side of the excavator when he was struck by the excavator’s bucket and momentarily pinned between the bucket and the excavator’s tread before falling to the ground.[3] Immediately after the accident, the employees called emergency responders and attempted life-saving measures. Visibility conditions at the time of the accident were sunny and clear; the weather was 72°F with a light wind and no precipitation. The ground was wet because it had rained for 2 days before the accident.<br></p><hr />[1] (a) All times in this report are local times. (b) The hi-rail excavator could operate on and off railroad track and was positioned on the track at the time of the accident. There were two other excavators at the accident site; they were positioned on the ground on either side of the track.
​​<br><div>[2] B&amp;P employees were contractors hired by UP to perform track maintenance. B&amp;P owned and provided the excavators.
</div><div>[3] The tread on either side of the excavator is a continuous band of plates wrapped around wheels and is used for propulsion on the ground.</div>","<p>​We determined&#160;that the probable cause of the Union Pacific Railroad (UP) manager fatality was the manager entering the excavator’s work zone without informing the operator, as required by UP rules. Contributing to the accident were the roadway workers’ non-compliance with safety procedures and the inadequate safety oversight provided by UP and B&amp;P Enterprises at the work site on the day of accident. Further contributing to the accident were the inadequate safeguards employed by UP and B&amp;P Enterprises to compensate for human errors.​<br><br></p>",,,"<p>​Following the accident, several actions were taken to reinforce procedures to protect roadway workers working around RMMs and ensure that the procedures are followed.&#160;<br></p><p>The Federal Railroad Administration issued “Safety Bulletin 2024-03&#58; Employee Fatality&#58; Working Around On-Track Equipment,” highlighting the importance of taking proper safety precautions when working on or around RMMs. The Federal Railroad Administration also issued “Safety Advisory 2024-01&#58; Roadway Maintenance Machines&#58; Importance of Communications and Compliance with Red Zone Procedures,” emphasizing the importance of rules and procedures regarding the safety of workers who operate or work around RMMs.
</p><p>The Fatality Analysis of Maintenance-of-way Employees and Signalmen Committee issued an alert reminding roadway workers that safety briefings should include information on the risks associated with RMMs.</p><p>UP revised their rules to reinforce the need for roadway workers to clearly communicate with the operator before entering the work zone of an RM​​M​.</p>",,,,,,,,,,,,
18,Norfolk Southern Railway Multitrain Collision and Derailment,2024-03-02T05:00:00Z,40.672251,-75.236114,Closed,,,,,,,,"​On March 2, 2024, about 7&#58;11 a.m., eastbound Norfolk Southern Railway (NS) intermodal train NS268H429 collided with the rear of stationary NS intermodal train NS24XH101 on main track 2 on the Allentown Road Subdivision on the Lehigh Line near Easton, Pennsylvania. [1]&#160;As a result of the first collision, train NS268H429 derailed three railcars that then fouled the adjacent main track 1.[2]  Just over 1 minute later, a second collision occurred when train NS19GH501 struck the derailed equipment while traveling westbound on main track 1. As a result of the second collision, train NS19GH501 derailed six railcars and two locomotives. Three of the six derailed railcars were placarded as hazardous materials tank cars&#58; one containing ethanol residue and two containing butane residue. [3]&#160;​​​The tank cars did not breach or release hazardous materials. The two derailed locomotives partially submerged in the Lehigh River and discharged locomotive diesel fuel into the water. &#160;Four crewmembers from the accident trains were transported to a local hospital, treated for minor injuries, and released. At the time of the collisions, visibility conditions were daylight and overcast; the weather was 35°F with light rain.<hr />[1]&#160;(a) ) Visit ntsb.gov to find additional information in the <a href=""https&#58;//data.ntsb.gov/Docket/?NTSBNumber=RRD24FR009"">public docket</a> for this NTSB accident investigation (case number RRD24FR009), including detailed factual reports about the circumstances of the accident. (b) All times in this report are local times. (c) An <em>intermodal train</em> carries shipping containers used in intermodal freight transportation. (d) A <em>mixed freight train</em> includes several types of railcars and commodities.<div>&#160;[2] <em>Fouling a track</em> means the placement of an individual or equipment in such proximity to a track that the individual or equipment could be struck by a moving train or on-track equipment.</div><div>&#160; The three hazardous materials tank cars were offered for shipment as having last contained UN1170, Ethanol Solutions, a Class 3 flammable liquid in packing group II, and UN1075, Liquefied Petroleum Gas, a Division 2.1 flammable gas, as specified in <a href=""https&#58;//www.ecfr.gov/current/title-49/subtitle-B/chapter-I/subchapter-C/part-172"">Title 49 Code of Federal Regulations (CFR) Part 172</a>.<br></div><div><br></div>","<p>​We determined&#160;the probable cause of the multitrain collision was the failure of the engineer of train NS268H429 to operate his train in accordance with restricted speed requirements and stop before colliding with train NS24XH101.&#160;</p><p>Contributing to the accident were insufficient safeguards to compensate for human error, including current positive train control systems that do not prevent train-to-train collisions during restricted speed operations.​<br><br></p>",,,"<p>​This accident investigation demonstrated vulnerability for single-point human failures that exist when trains are operating at restricted speed with or without positive train control (PTC). On March 3, 2024, the day after the accident, NS issued a serious incident notice to its employees elevating awareness to the rules associated with restricted speed. In addition, the Federal Railroad Administration (FRA) issued a safety advisory emphasizing the importance of complying with railroad operating rules when a train is operating at restricted speed.[1]</p><p>​​Given the inaccuracies, and hence risks, associated with estimating restricted speed, this accident underscores the importance of the FRA completing research into PTC technologies to prevent train-to-train collisions during restricted speed operations as recommended in the NTSB Beyond Full Implementation&#58; Next Steps in Positive Train Control report. In addition, the FRA needs to continue work on analyzing data that will help revise training and increase oversight to ensure that operating crews use restricted speeds correctly, as recommended in the Kingman, Arizona, report. Until the technology is fully developed and implemented, however, the railroad industry will continue to rely on an inherently risky process of estimating restricted speed.<br></p><p></p><hr />​[1]&#160;Federal Railroad Administration, <a href=""https&#58;//railroads.dot.gov/elibrary/restricted-speed"">Safety Advisory 2012-02</a>&#58; Restricted Speed (Washington, DC&#58; US Department of Transportation, Federal Railroad Administration, 2012).
<p></p>",,,,,,,,,,,,
19,CSX Transportation Employee Fatality,2024-02-13T05:00:00Z,36.439568,-77.643169,Closed,,,,,,,,"
<p>​​On February 13, 2024, about 1&#58;38 p.m. local time, a CSX Transportation (CSX) maintenance-of-way (MOW) employee was killed when a ballast regulator reversed direction and struck the employee in the gage of the track in Roanoke Rapids, North Carolina.  The struck employee was the foreman of a CSX crosstie replacement team that was using the ballast regulator and other equipment to perform track resurfacing and crosstie replacement near milepost 81.61 on a CSX North End Subdivision industry spur track.  Visibility conditions at the time of the accident were clear, and the temperature was 51°F.<br></p><hr />
[1]​​&#160; (a) All times in this report are local times unless otherwise noted. (b) A ballast regulator is a piece of MOW equipment that evenly distributes ballast, or crushed stone, along a railroad track bed. (c) Gage is the distance between the heads of rails. Standard gage in the United States and Canada is 4 feet 8.5 inches, measured at a point 0.625 inches below the top of the rail.<div>[2] The crosstie replacement team consisted of a foreman and 53 roadway workers and equipment operators.<br></div><div><br></div>","<p>We determined&#160;that the probable cause of the CSX Transportation maintenance-of-way employee (foreman) fatality was the ballast regulator operator’s lack of awareness that the foreman was standing in the gage of the track before the ballast regulator operator initiated an unannounced reverse movement and the foreman’s lack of awareness of the ballast regulator moving toward him. Contributing to the accident were incomplete communications regarding the movement of the ballast regulator at the 10th Street highway–rail grade crossing. Further contributing to the accident was a nonoperational change-of-direction alarm that did not sound, and the lack of sound from the horn, when the machine reversed direction.​<br><br></p>",,,"<p>​​After the accident, on February 15, 2024, the Fatality Analysis of Maintenance-of-Way Employees and Signalmen Committee issued an alert regarding the preliminary details of the accident to raise awareness and the importance of maintaining vigilance while working on or about tracks and around roadway maintenance machines.[3]<br></p><p>After the accident, CSX issued a safety alert describing the accident and emphasizing the importance of being aware of one’s surroundings and of conducting “what if” scenario assessments to identify risks associated with the planned work. CSX also made changes to several of their rules, including increasing the red zone distance around roadway maintenance machines from 15 feet to 25 feet.[4]  CSX also now requires employees to conduct additional job briefings midway through shifts, to alert employees to changes in work plans, and instructs MOW machine operators to sound the machine’s horns if the CDA becomes inoperative. </p><p>In January 2025, NTSB investigators attended CSX’s demonstration of a new collision avoidance system that incorporates object and employee detection technology and automatic antilock braking. The system uses advanced proprietary technology to maintain separation between MOW machines and employees. The system produces in cab audible coaching for the machine’s operator and, if an operator does not initiate a response, stops the machine short of an employee or object. CSX reported that its goal is to install the collision avoidance system in about 300 machines in 2025.​</p><hr />[3] The ad-hoc, voluntary, consensus-based committee was formed by the Federal Railroad Administration along with railroad labor and management representatives to analyze fatalities and other incidents, focusing on identifying risks, trends, and factors affecting roadway worker safety. [4] The <em>red zone</em> is an area where a person working on or near the track could be struck by moving equipment.
<br>",,,,,,,,,,,,
20,Norfolk Southern Railway Collision and Employee Fatality,2024-01-31T05:00:00Z,34.611754,-87.023619,Closed,,,,,,,,"<p>​​On January 31, 2024, about 4&#58;15 p.m., the engineer of Norfolk Southern Railway (NS) yard job A08AA31 (crew 1) was fatally injured while performing switching operations when the locomotive he was operating was struck by a rolling block of railcars from yard job A80AA31 (crew 2) in Decatur Yard in Decatur, Alabama. The locomotive was occupying the lead track at the west end of the yard and shoving railcars onto track 10 when 35 railcars rolled west on track 7 from the east end of the yard where crew 2 was working. The 35 railcars fouled the lead track and impacted the rear of crew 1’s locomotive, raking along the side of the locomotive, and ultimately striking the operating cab where the engineer was located. The engineer was transported to a hospital, where he was pronounced deceased.​<br></p>","<p>​We determined that the probable cause of the Norfolk Southern Railway employee fatality was the conductor’s failure to properly verify the handbrakes were applied on the block of railcars, as required, which allowed them to roll free and strike a locomotive.&#160;<br></p>",,,"<p>​​On February 14, 2024, the Federal Railroad Administration issued “Safety Bulletin 2024-01 (Revised)&#58; Employee Fatality—Securement of Rolling Equipment,” in reference to this accident. In this bulletin, the Federal Railroad Administration “remind railroads and railroad employees of the importance of ensuring rolling equipment is properly secured at all times.”<br></p><p>On February 2, 2024, Norfolk Southern issued a Serious Incident Notice informing employees about the incident, rules to discuss regarding switching operations, and included a rules clarification packet on securement of equipment. NS cited this event in recurrent rules training and during safety interactions with employees to ensure employees are following established securement rules.&#160;<br></p>",,,,,,,,,,,,
21,Ohio Central Railroad Employee Fatality,2024-01-15T05:00:00Z,40.367308,-81.021372,Closed,,,,,,,,"<p>​On January 15, 2024, about 5&#58;30 a.m., an Ohio Central Railroad signal maintainer was found deceased by the crew of Wheeling &amp; Lake Erie freight train 218-15 on the main track of the Columbus and Ohio River Railroad east of the New Rumley Road highway-railroad grade crossing (grade crossing) near Jewett, Ohio. The train’s engineer saw the signal maintainer lying motionless between the rails and initiated a full service braking application. The train overran the signal maintainer before stopping but did not strike him. The conductor exited the train and walked back to find the signal maintainer under the fifth and sixth railcars. (See figure.) The train did not derail, and the crew was not injured.<br><br></p>","<p>​The employee’s manner of death was determined to be of natural causes, and the investigation did not identify any transportation safety issues.&#160; We produced an investigation close-out memorandum, which can be found in our docket.&#160;​​​<br><br></p>",,,,,,,,,,,,,,,
22,New York City Transit Train-to-Train Collision,2024-01-04T05:00:00Z,40.794139,-73.972144,Open,,,,,,,,"<p>​<em>​​This information is preliminary and subject to change.</em> Release date&#58; 25 January 2024</p><p>On January 4, 2024, about 3&#58;00 p.m., northbound New York City Transit (NYCT) non-revenue train 1345 collided with northbound passenger train 1427 on the Number 1 Line north of 96th Street Station in Manhattan, New York.[1] Train 1427 was crossing over from express track 3 to local track 4 when train 1345 overran a red signal at the north end of the station platform, entered the crossover, and struck the fifth railcar of train 1427.[2] Train 1345 derailed two railcars and train 1427 derailed three railcars. About 22 passengers and 3 crew members suffered minor injuries. At the time of this report, NYCT had not estimated the cost of damages. The collision occurred in the underground subway system, so weather was not a factor.</p><p>​Passenger train 1427 comprised 10 railcars and its crew consisted of a conductor and an operator. The train was carrying about 200 passengers at the time of the collision. Train 1345 was also a 10-railcar train, and its crew consisted of a transit system supervisor, an operator (who was acting as a flagger), a conductor, and a railcar inspector.[3]<br></p><p>Before the collision, about 2&#58;11 p.m., an unruly passenger aboard train 1345 triggered an emergency braking application by pulling the emergency brake valve cords on the first five railcars.[4] These emergency brake valve cords are accessible to passengers within each railcar. After the operator of train 1345 was unable to reset the emergency braking application, the operator moved the train to 79th Street Station and offloaded all passengers. A railcar inspector with NYCT arrived on scene but was also unable to reset the brakes, placing the train into bad order (out-of-service) status.[5]<br></p><p>The operations control center instructed the railcar inspector to cut out the brakes and traction motors on the five railcars in the front portion of the train so it could be operated. The inspector was then instructed to move the out-of-service train to a rail yard for repairs. After the railcar inspector performed the cut out, train 1345 departed 79th Street Station at restricted speed, northbound on track 4 toward 96th Street Station, destined for a nearby yard.6 The transit system supervisor was operating the controls of the sixth railcar. The flagger was positioned in the lead railcar and communicating with the transit system supervisor to coordinate the train’s movements. In interviews with National Transportation Safety Board investigators, the flagger said he lost radio communications with the transit system supervisor near 96th Street Station. The transit system supervisor did not receive the flagger’s instruction to stop, the train passed by a signal requiring a stop at the end of the 96th Street Station platform, and the collision occurred. The track in the area was equipped with trip-stops, which activate a train’s emergency brakes if the train passes through a signal requiring a stop. Because the brakes on the first five railcars had been cut out, emergency brakes could not be activated by the trip-stop. </p><p>While on scene, National Transportation Safety Board investigators requested security camera images and radio audio recordings; reviewed signal logs; reviewed​ NYCT operating procedures; conducted sight distance observations; inspected both trains and tested the brakes on the last five railcars of train 1345; tested the portable radios used by the crew of train 1345; and completed interviews. Neither train was equipped with event recorders, cameras, or other recording devices. ​​<br></p><p>The National Transportation Safety Board’s investigation is ongoing. Future investigative activity will focus on NYCT’s operating procedures when moving bad order cars, radio communication procedures, mechanical procedures when placing a revenue train in bad order status, and the lack of federal requirements for railcar event recorders on FTA regulated properties. </p><p>Parties to the investigation include&#58;</p><ul><li>the Federal Transit Administration,&#160;</li><li>the New York State Public Transportation Safety Board,&#160;</li><li>the Metropolitan Transportation Authority,&#160;</li><li>New York City Transit, and&#160;<br></li><li>Transport Workers Union Local 100.<br></li><hr />
</ul>​ [1]&#160;(a) All times in this report are local. (b) A non-revenue train is any train in test, maintenance, emergency, or inspection service that may not be used by the public. ​<br>
<div>[2] Under NYCT operating rules, a red signal at the entrance of an interlocking (in this case, a crossover) requires a train to stop.<br></div><div>​[3] The flagger was communicating over a handheld radio with the supervisor about signals, obstructions, and other information needed to operate the train. 
   <br></div><div>[4] An emergency braking application uses all available braking efforts to stop a train as quickly as possible. Emergency brake valve cords are accessible to the public within each railcar. </div><div>[5] Bad order status removes a train from revenue service pending maintenance. </div><div>[6] Under NYCT operating rules, restricted speed requires a crew to operate a train below 10 mph and at a speed that allows them to stop with one-half the range of vision.</div><div>
   <br>
</div>",,,,,,https://youtu.be/dvsXTgSoZOE?si=jQHo_lEjotaQMeUQ,,,,"NTSB Media Brief - Train Collision in New York, New York Jan. 5 2024",,,,,,
23,New York City Transit Employee Fatality,2023-11-29T05:00:00Z,40.75,-73.987755,Open,,,,,,,,"<p><em>​​This information is preliminary and subject to change. </em>Release Date&#58; Dec. 20, 2023<br></p><p>​On November 29, 2023, about 12&#58;13 a.m., northbound New York City Transit (NYCT) passenger train No. 2317-D struck and fatally injured an NYCT employee working as a flagger on a cleaning crew on track B2 of the D line near the 34th Street-Herald Square Station in Manhattan, New York. As the train entered the cleaning crew’s work zone, it experienced an uncommanded brakes-in-emergency (BIE) application.  When the operator exited the train to see what caused the BIE application, they saw that the employee was under the train and unresponsive. The employee was transported to a nearby hospital for treatment and pronounced dead. No other injuries were reported. The accident took place in an underground tunnel, visibility conditions were dark, and weather was not a factor.<br></p><p>​Train movements in the area of the accident are authorized by wayside signal indications and coordinated and controlled by the 34th street tower operator. The track is equipped with permanent trip blocks controlled and actuated by the signal system; these trip blocks trigger a BIE application if a train moves through a signal requiring a stop. 
   <br></p><p>The track cleanup crew consisted of 12 employees tasked with removing debris from track B2. The crew went on duty at 10&#58;00 p.m. and set up portable yellow flagging lights and a portable trip block south of the work zone.  The flagger was equipped with a red light and positioned between the northernmost yellow flagging lights and the rest of the cleanup crew. (See figure 2.) </p><p><img src=""/investigations/PublishingImages/RRD24FR003-Manhattan-OpsEvironment-1.png"" class=""ms-rtePosition-4"" alt="""" style=""margin&#58;5px;"" />​​Figure 2. Diagram of the accident scene. 
   <br></p><p>Train No. 2317-D was composed of eight type R-68 railcars with no event recorders or cameras. Its crew consisted of an operator and a conductor who started their shifts at 4&#58;10 p.m. on November 28, 2023, at Bedford Park Terminal. Based on witness statements and interviews with National Transportation Safety Board investigators, the train approached the work zone about 12&#58;10 a.m. on the day of the accident, slowing and stopping short of the red light held by the flagger. The flagger signaled to the track foreman that a train needed authorization to traverse the work zone.  The foreman cleared the cleanup crew from the track and signaled to the flagger to let the train pass. The flagger extinguished the red light, removed the portable trip block, and signaled to the train to proceed. </p><p>While on scene, National Transportation Safety Board investigators inspected the accident train; reviewed security camera footage, audio recordings, and signal logs; conducted a reenactment of the accident; measured lighting at the accident scene; reviewed NYCT procedures related to worker protection; examined working conditions at the accident scene; and conducted interviews. </p><p>The National Transportation Safety Board’s investigation is ongoing. Future investigative activity will focus on NYCT’s internal oversight and worker protection procedures, and the external oversight of NYCT provided by the Federal Transit Administration and the New York Department of Transportation. </p><p>Parties to the investigation include&#58;&#160;</p><ul><li>​the Federal Transit Administration,&#160;</li><li>the New York Department of Transportation,&#160;</li><li>the Metropolitan Transportation Authority,&#160;</li><li>NYCT, and&#160;</li><li>the Transport Workers Union Local 100.</li></ul><hr />[1] (a) All times in this report are local times. (b) A <em>railroad flagger</em>, also known as a railroad flagman, is responsible for ensuring the safety of crews working on or near the railroad track. 
​<br><div>[2]<em> BIE</em> is NYCT’s term for an emergency braking application. An emergency braking application uses all available braking force to stop a train as quickly as possible.
</div><div>​[3] A <em>trip block</em> is a track-mounted safety device that causes a BIE application if a train traverses a trip block in the up position. A trip block works by actuating an external valve handle mounted on the underside a railcar, activating the train’s brakes.
<br></div><div>[4]&#160;<em>Portable yellow flagging lights </em>are used to notify train operators that they are approaching a location where they must stop unless they receive a signal to proceed. If a stop is required, NYCT rules require operators to stop no more than one railcar length from the red light held by the flagger.
</div><div>​[5] The flagger and the foreman were using handheld flashlights to communicate.
<br></div><div>[6] NYCT is a subsidiary of the Metropolitan Transportation Authority.​<br></div><div><br><br><br><br><br></div>",,,,,,,,,,,,,,,,
24,Chicago Transit Authority Yellow Line Train Collision with Snow Removal Machine,2023-11-16T05:00:00Z,42.020948,-87.67584,Closed,,,,,,,,"​​On November 16, 2023, about 10&#58;30 a.m. local time, southbound Chicago Transit Authority (CTA) Yellow Line passenger train (train 593) collided with a stationary CTA snow removal machine (S-500) on south Skokie track 1 near Howard Yard and derailed.[1]&#160;The train was carrying 1 operator and 30 passengers; there were 6 CTA employees on board the snow removal machine. Sixteen people were transported to a hospital, treated, and released. Three people were critically injured, including the operator. There were no fatalities. The train remained upright following the collision. CTA estimated damages to equipment to be about $8.7 million. At the time of the accident, visibility conditions were daylight and clear; the weather was 61°F with no precipitation.​<hr />[1]&#160;(a) All times in this report are local. (b) The snow removal machine (S-500) was purchased by CTA from Mitsubishi International Corporation in 1981. The machine was designed to operate over track. (b) Howard Yard is CTA’s rail yard located north of Howard Station.​<br>","<p>We ​​determined that the probable cause of the collision between Chicago Transit Authority (CTA) passenger train 593 and snow removal machine S-500 was a combination of three factors&#58;&#160;</p><ol><li>​an aggressive speed reduction command that resulted in wheel slide and degraded the train’s braking performance,&#160;</li><li>CTA’s decision to disable the automatic track brake application feature of the train’s wheel slide protection system, delaying application of the track brake and further reducing the train’s braking performance, and&#160;</li><li>the presence of organic material on the rails that caused slippery conditions that worsened the wheel slide and further degraded the train’s braking performance.<br></li></ol>",,,,,https://youtu.be/Gh-IBvyc6uE?si=SiDiECLzm7Rjp44r,https://www.youtube.com/watch?v=liJYGu_1eE8,https://youtu.be/lf0m2P9eC1c?si=PqgqIde4kvkqTzt3,,NTSB Media Availability - Chair Homendy Briefs Media on CTA Train Collision Preliminary Report,"NTSB Media Brief - Chicago, Illinois CTA Train Collision 11/17/2023",NTSB B Roll - CTA Train Collision with Rail Equipment 11/18/2023,,,,
25,BNSF Railway Derailment with Bridge Strike and Fatality,2023-10-15T04:00:00Z,38.388447,-104.619601,Closed,,,,,,,,"<p>​On October 15, 2023, about 3&#58;24 p.m. local time, southbound BNSF Railway freight train C-ATMCRD0-31D derailed 31 hopper cars loaded with coal and subsequently killed a nearby driver in Pueblo, Colorado. The hopper cars derailed near a track switch north of a railroad bridge that crosses over Interstate 25. Derailed hopper cars struck and partially collapsed the bridge over the northbound lanes. Six derailed hopper cars fell to the interstate below, with at least one falling on a northbound truck-tractor in combination with a utility trailer, killing the driver. The combination vehicle came to rest beneath the collapsed bridge span, derailed hopper cars, and lading. No members of the train crew were injured.<br><br></p>","<p>​We&#160;determined that the probable cause of the derailment of BNSF Railway train C-ATMCRD0-31D was the train encountering a rail break that occurred when a mismatched thermite weld failed; the thermite weld cracked near the rail’s base because the welder, for unknown reasons, likely did not use a compromise kit during the welding as required by BNSF Railway procedures.&#160;​​<br><br></p>",,,"<p>​​​​In response to this accident, BNSF adopted a policy of analyzing every failed weld to determine why they failed. If welding practices contributed to the failure, the responsible team is retrained. Additionally, briefing materials have been distributed to employees who weld rails to emphasize the importance of proper kit selection.&#160;</p><p>BNSF also enhanced welding oversight by implementing mandatory audits conducted by welding supervisors. Each supervisor is auditing 10 random thermite welds per month to confirm that the correct kit was used.&#160;​<br></p><p><br></p>",,,,,,,,,,,,
26,CSX Transportation Employee Fatality,2023-09-17T04:00:00Z,41.550385,-83.4893,Closed,,,,,,,,"<p>​&#160;On September 17, 2023, about 3&#58;24 a.m. local time, a member of a CSX Transportation (CSX) mechanical department crew (the accident carman) was struck and killed by a pair of remote-control locomotives during switching operations in a remote-control zone on the Walbridge Yard lead track in Walbridge, Ohio. At the time of the accident, the accident carman was walking across multiple tracks to line and lock a switch to prepare for railcar inspections. As the accident carman began crossing the lead track to access the switch, he was struck by the locomotives.<br><br></p>","<p>We&#160;determined that the probable cause of the CSX employee fatality that occurred on September 17, 2023, was the failure of the accident carman to comply with the CSX operating rule that required an employee to stop and look both ways before fouling a track. Contributing to this accident was the failure of the accident carman to conduct a thorough job briefing as prescribed by CSX operating rules before the accident.&#160;​​<br><br></p>",,,,,,,,,,,,,,,
27,CSX Transportation Employee Fatality,2023-08-06T04:00:00Z,39.628885,-78.75057,Closed,,,,,,,,"<div><p>​​On August 6, 2023, about 11&#58;42 p.m. local time, a CSX Transportation conductor trainee was fatally injured during switching operations at the CSX railyard in Cumberland, Maryland. The conductor trainee was riding on the side of a railcar during an eastbound shoving movement that passed through a temporary close clearance location—a narrow gap between his train and three locomotives temporarily stored on an unusually close adjacent track. During this movement, he was caught between the railcar and a locomotive handrail.<br> 
</p></div>",<p>​We determined that the probable cause of the CSX Transportation employee fatality was the accident train’s movement through an unidentified and unmitigated close clearance location that resulted in the employee being caught between the side of the railcar he was riding and equipment parked on an adjacent track.​​<br></p>,,,,,,,,,,,,,,,
28,Railroad Employee Fatality,2023-08-04T04:00:00Z,42.16796,-73.366838,Open,,,,,,,,"<p>​​​​​​<em>This information is preliminary and subject to change.</em><br></p><p>On August 4, 2023, about 10&#58;05 a.m. local time, an employee of the Middlesex Corporation assigned to perform maintenance-of-way work for the Housatonic Railroad Company (HRRC) on the Berkshire Line was fatally injured when struck by a roadway maintenance machine (a driller) in Great Barrington, Massachusetts. [1]&#160;The driller’s operator was moving the machine north on the track in reverse. The accident employee was operating a leaf blower on the same track when he was struck near milepost (MP) 58.7. Visibility conditions at the time of the accident were daylight and clear; the weather was 66°F with no precipitation.</p><p>​The track in the vicinity of the accident is owned by the Massachusetts Department of Transportation (MassDOT) and operated by the HRRC. MassDOT hired the Middlesex Corporation to support a rehabilitation project on the Berkshire Line.[2] The HRRC, under agreement with MassDOT, provided on-track working limits and a roadway worker-in-charge (RWIC) to the Middlesex Corporation work group.[3]&#160;&#160;Preliminary information indicates that about 4&#58;30 a.m., the RWIC held a job briefing near MP 57.3 and informed the work group about the working limits for the day, which were between MP 50 and MP 59. The employees then split into two work groups. The group that included the RWIC went south to work on a bridge project. The group that would be involved in the accident went north to work on the track project.<br></p><p>​​The work group for the track project included four workers who were installing lag screws. The driller experienced a mechanical failure, and two workers moved the driller to a rail yard for repair; one of them was the operator. The other two workers continued to work on the track. The accident occurred when the operator was moving the driller from the rail yard to the work location to resume work.<br></p><p>While on scene, National Transportation Safety Board investigators completed interviews, conducted sight-distance observations, and examined the roadway maintenance machine involved in the accident.</p><p>The National Transportation Safety Board’s investigation is ongoing. Future investigative activity will focus on the roadway worker protection procedures regulated by the Federal Railroad Administration and practiced by the HRRC and the Middlesex Corporation; and on the roadway worker oversight practices followed by MassDOT, the HRRC, and the Middlesex Corporation.</p><p>As a result of this accident, the Federal Railroad Administration’s Fatality Analysis of Maintenance-of-way Employees and Signalmen Committee issued an alert on August 7, 2023, advising all roadway workers to participate in on track safety briefings, ensure on track protection is adequate, and maintain a safe distance from roadway maintenance machines.[4]​<br></p><p>Parties to the investigation include the Federal Railroad Administration, MassDOT, the HRRC, the Middlesex Corporation, the Great Barrington Police Department, and the Great Barrington Fire Department.​</p><hr /><p>(a) All times in this report are local times. (b) A <em>driller</em> is a machine that drills holes in rail ties. <em>Rail ties</em> are the primary lateral support for rails.&#160;</p><p>​&#160;[2] The rehabilitation project began in 2015 when MassDOT acquired the Berkshire Line from HRRC. The rehabilitation included tracks, bridges, culverts, turnouts, and crossings.
<br></p><p>&#160;[3]&#160;(a) <em>Working limits</em> are boundaries that set apart a segment of the track where train and roadway maintenance machine movements are authorized by a roadway worker-in-charge. (b) A roadway worker-in-charge is an employee qualified to establish on track protection for workers.
</p><p>&#160;[4] The full text of the alert is available at <a href=""https&#58;//railroads.dot.gov/elibrary/fames-alert-4"">https&#58;//railroads.dot.gov/elibrary/fames-alert-4.​</a><br><br></p>",,,,,,,,,,,,,,,,
