,Title,Accident_x0020_Date,Geolocation_x0020_Latitude,Geolocation_x0020_Longitude,NSTB_x0020_Investigation_x0020_Status,NTSB_x0020_Title,Executive_x0020_Summary,Probable_x0020_Cause,AccidentContent,AccidentCount,AccidentHeader,DisclaimerContent,WhatHappened,WhatWeFound,WhatWeRecommended,IIC,LessonsLearned,Waterway,InvestigativeDetailVideo1,InvestigativeDetailVideo2,InvestigativeDetailVideo3,InvestigativeDetailVideo4,InvestigativeDetailVideo1Title,InvestigativeDetailVideo2Title,InvestigativeDetailVideo3Title,InvestigativeDetailVideo4Title,RelatedSafetyAlert,RelatedRecommendations,RelatedReports
10,"Collision Between Two Atchison, Topeka and Santa Fe Freight Trains",1994-08-04T04:00:00Z,34.837253,-117.182305,Closed,,,,,,,,"<p>​​ATSF freight train Extra 564 East, moving 21 MPH when it should have been stopped, collided with the rear end of standing up freight train Extra 6327 East on ATSF tracks. The crew of 564 had passed two yellow approach signals and a red stop signal without slowing or stopping the train. At the red signal, the engineer realized he was going too fast to stop before passing the signal and rather than apply the brakes in emergency, he opted to make a normal stop, taking the train past the signal. As 564 came around a curve, the engineer saw the rear of 6327 and applied the brakes in emergency, but the train could not stop before striking 6327. The engineer stated he was talking to the other crewmembers as they passed the signals and they had quit paying attention.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​<br>",<p>​​The probable cause of this accident was the failure of the crew of Extra 564 East to observe and comply with signal indications due to their inattentiveness.​<br></p>,,,,,,,,,,,,,,,
11,Derailment of Amtrak Train 49 On Conrail Trackage,1994-08-03T04:00:00Z,42.984889,-78.247333,Closed,,,,,,,,"About 3&#58;44 a.m. on August 3, 1994, Amtrak (National Railroad Passenger Corporation) train 49, the Lake Shore Limited, en route from New York, New York, to Chicago, Illinois, was traveling westbound about 79 mph on Conrail (Consolidated Rail Corporation) trackage when it derailed at milepost 406.7 near Batavia, New York. No fatal injuries were sustained; 108 passengers and 10 crewmembers were injured.","<p>​​​The probable cause of the derailment was the fact that Federal and industry guidelines do not currently address flattened rail head conditions, due to an insufficient understanding of the risk that flattened rail poses to train operations.​<br><br></p>","<p>As a result of its investigation, we issued safety recommendations to the Federal Railroad Administration, the National Railroad Passenger
Corporation, the Association of American Railroads, and the American Short Line Railroad Association<br></p>",,,,,,,,,,,,,,
12,"Collision and Derailment of Two Atchison, Topeka and Santa Fe Freight Trains",1994-07-27T04:00:00Z,35.207344,-118.543053,Closed,,,,,,,,"<p>​​Atchison, Topeka and Santa Fe (ATSF) freight train Extra 5021 East made an unauthorized exit from a siding and collided with the side of ATSF freight train Extra5131 West. Four locomotive units and 2 cars in the 2 trains were derailed. The engineer and conductor of 5021 each stated that they did not remember the signal indications for several miles prior to the collision. They were unaware that their train was moving 20 MPH on a 10 MPH track, and were unaware that their train had entered a siding and was about to exit the siding back onto the main track and into the side of train 5131. The conductor stated that he felt dazed during this time period. Toxicological testing of the engineer of 5021 indicated the presence in urine of morphine at 5302 mg/ml and codeine at 267 mg/ml. The conductor's testing indicated the presence in urine of methamphetamine at 1201 mg/ml and amphetamine at 673 mg/ml.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, 
   <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p><br>",<p>​​The probable cause of this accident was the failure of the crew of Extra 5021 East to observe signal indications andcontrol the speed of their train due to their drug impairment.<br></p>,,,,,,,,,,,,,,,
13,Derailment of Chicago and North Western Freight Train,1994-07-26T04:00:00Z,40.532651,-89.664489,Closed,,,,,,,,"<p>​​CNW freight train Extra 6830 North had 2 locomotive units and 5 cars derail while moving 20 MPH on a 30 MPH track. The derailment occurred at a railroad bridge that had been struck by a truck traveling underneath it and knocked out of alignment. The truck was equipped with a hydraulic loading boom that the driver had not lowered and secured after loading his truck with cement blocks. As the truck passed under the bridge, the boom struck a girder, knocking the bridge and the track structure out of alignment. About 10 minutes later, the train proceeded onto the bridge and derailed at the misaligned section of the track. The conductor jumped from the train just before the derailment and sustained minor injuries. The engineer stayed on the train and was not injured.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p><br>","<p>​​The probable cause of this accident was the failure of the truck driver to lower the truck boom before it struck the railroad bridge, causing a misaligned track structure.​<br></p>",,,,,,,,,,,,,,,
14,Head-On Collission of Two Southern Pacific Freight Trains,1994-07-25T04:00:00Z,30.147894,-103.026269,Closed,,,,,,,,"<p>​​Southern Pacific (SP) freight train Extra 9719 East, moving 39 MPH, collided head on with SP freight train Extra 9713 West, moving 25 MPH. Investigation revealed that 9719 had passed an advance approach signal at 64 MPH with dynamic&#160;brakes applied. One half mile past the approach signal, 2 automatic brake applications were made but the brakes were released about one mile before reaching the stop signal, which 9719 went past at 43 MPH​. The brakes were applied again as the stop signal was passed and the train had slowed to 39 MPH when it struck 9713. The crew of 9719 had been called for duty short rested due to changes in the crew lineup that resulted in them being called 4 hours early. It was determined that the conductor had 4.5 hours of sleep in the previous 51.5 hours and that the engineer probably had 4.5 hours of sleep in the previous 35 hours. The investigation determined that the crew of 9719 probably suffered from reduced alertness consistent with falling asleep and were not aware of the signal indications.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​​<br>","<p>​​The probable cause of this accident was the failure of the crew of Extra 9719 East to control their train and observe signal indications due to reduced alertness consistent with falling asleep, and the failure of SP to provide accurate train lineup information for crews reporting for duty.<br></p>",,,,,,,,,,,,,,,
15,"Employee Fatality, Burlington Northern Railroad",1994-07-05T04:00:00Z,48.28093,-113.61189,Closed,,,,,,,,"<p>​​A car brakeman was fatally injured while switching cars at a gravel pit industrial siding. The crew had dropped 14 empty cars from the main track onto the gravel pit track. The cars were rolling freely on the descending grade, with the brakeman standing on the handbrake platform on the end of the third car. He had intended to set the handbrakes on some of the cars to control the speed of the cut of cars into the siding. The cars did not slow down and continued rolling to the end of the track. They ran off the end of the track and struck a large pile of gravel while derailing. The 2 end cars derailed vertically toward the third car and crushed the brakeman between the second and third cars. The day after the accident, the Burlington Northern issued a notice prohibiting the dropping of cars at this industry.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​<br>",<p>​​The probable cause of this accident was the poor decision by the train crew in attempting to control a cut of 14 cars with one handbrake on a descending grade.​<br></p>,,,,,,,,,,,,,,,
16,Derailment of Burlington Northern Railroad Freight Train,1994-06-28T04:00:00Z,44.866807,-106.973909,Closed,,,,,,,,"<p>​​Burlington Northern freight train Extra 5595 West had 31 cars derail while moving 45 MPH on a 45 MPH track. Investigation revealed a rail had broken under the loading forces of the train. A rail detector car had been run over the track the month before and the track had been visually inspected the day before the accident. No rail defects were detected at either inspection.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​​<br>",<p>​​The probable cause of this accident was a rail broke under the forces of the train for unknown reasons.​<br></p>,,,,,,,,,,,,,,,
17,"Derailment of Atchison, Topeka, and Santa Fe Railway Freight Train",1994-06-17T04:00:00Z,34.566407,-102.823921,Closed,,,,,,,,"<p>​​Atchison, Topeka, and Santa Fe Railway freight train Extra 903 East had 2 locomotive units and 23 cars derail while moving 5 MPH on a 55 MPH track. 17 inches of rail had broken off the head section of a rail at the point of derailment. There was excessive head batter to both ends of the rail sections where the rail head had broken. A crack from an elongated bolt hole under the broken head section ran outward in both directions, then up through the head. A rail detector car had proceeded through this area 3 days before the accident, but the crack was not detected. A track supervisor had inspected the track that day, but could not observe the crack under the rail head.</p>
<p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>",<p>​​The probable cause of this accident was that a rail broke at a fatigue fracture which had originated at a bolt hole and propagated along the head of the rail.​<br></p>,,,,,,,,,,,,,,,
18,"Derailment of Union Pacific Railroad Freight Train, with Hazardous Materials Release",1994-06-11T04:00:00Z,32.415593,-98.882488,Closed,,,,,,,,"<p>​​Union Pacific freight train Extra 6187 West had 3 locomotive units and the head 31 cars derail while moving 45 MPH on 50 MPH track through a 2 degree 9 minute curve.Investigation revealed that the railshad spread apart and the locomotive units had dropped between the rails. Track measurements in the derail area indicated numerous track defects including wide gauge, improper rail joint support, improper rail anchorage, and improper crosstie placement. One of the derailed cars was a tank car containing hydrochloric acid. The car was punctured and released 18,000 gallons of acid. 50 people were evacuated from the area for about 5 hours.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​<br>",<p>​​The probable cause of this accident was that​ the rails spread under the moving train due to improper track mainenance.</p>,,,,,,,,,,,,,,,
19,Collision and Derailment Involving Three Burlington Northern Freight Trains,1994-06-08T04:00:00Z,42.017405,-100.731874,Closed,,,,,,,,"<p>​​About 3&#58;25 a.m., mountain daylight time, on June 8, 1994, three Burlington Northern (BN) freight trains were involved in an accident. An eastbound train that had stopped for a train ahead was struck in the rear by a following eastbound train. The lead unit of the striking train derailed and came to rest on an adjacent track where it was struck by a westbound train. The engineer and conductor of the striking eastbound train were killed and the engineer and conductor of the westbound train were injured. Damages to track, equipment, and lading were estimated at $2.5 million.</p>","<p>​​The probable causes of this accident were the failure of the engineer of train OWY 9062 to obey the restrictive signal indication because he inappropriately was relying on peripheral cues and anticipated the signal would change; and the inattentiveness of the conductor of train OWY 9062 to train operations because of fatigue. Contributing to the accident were the fatigue of the engineer, which adversely affected his judgment and the manner in which he operated his train; the use of the restricted proceed signal indication; and the lack of a positive train separation control system.​<br><br></p>","<p>​​As a result this investigation, we made recommendations&#160;to the American Short Line Railroad Association, the Association of American Railroads, Illinois Central Railroad Company, Kansas City Southen1 Railway Company, Norfolk Southern Railway Company, and Soo Line Corporation (CP Rail System Heavy Haul). We reiterated two recommedations&#160;to the Federal Railroad Administration.<br></p>",,,,,,,,,,,,,,
20,"Grade Crossing Accident, Amtrak Passenger Train No. 364",1994-06-06T04:00:00Z,42.288547,-85.503569,Closed,,,,,,,,"<p>​​Amtrak passenger train 364, consisting of 1 locomotive unit and 3 cars, struck a dump truck at a private road crossing while moving 60 MPH on 60 MPH track. Witnesses stated that the truck, which was moving down an incline, stopped short of the crossing, then slowly moved onto the tracks directly in front of the train. The engineer stated that the truck driver was looking back over his shoulder just before the collision. The truck driver was fatally injured and 14 of the 127 passengers on the train sustained minor injuries. The locomotive did not derail, but the 3 cars did. There were no grade crossing warning devices of any kind at the crossing, and they are not required for private crossings. The truck was leaving a concrete fabricating plant over the crossing which was on the only access road to the plant.</p>","<p>​​The probable cause of the accident was the failure of the truck driver to stop for the train, due to inattentiveness.​</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​<br>",,,,,,,,,,,,,,,
21,Derailment of Burlington Northern Railroad Freight Train,1994-06-02T04:00:00Z,47.864727,-116.806735,Closed,,,,,,,,"<p>​​​​Bur​lington Northern (BN) freight train Extra 8053 East had 11 cars derail while moving at 38 MPH in a 60 MPH. territory. Investigation revealed an axle bearing had overheated and burned off an axle journal of the 31st car of the train 2.7 miles before the accident site. The derailed wheel destroyed a wayside failed equipment detector, prohibiting it from radioing an alarm. Operating rules require the crew to stop and inspect the train when no message was received from the wayside detector. The rest of the cars derailed when the derailed wheel struck a siding switch, and then a fire ensued. Examination of the roller bearing disclosed that the deformation of the axle was consistent with a slow burn off, but the excessive heat damage prevented determination of the mode of the bearing failure.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​<br>","<p>​​​The probable cause of this accident was that an axle bearing overheated and burned off the axle bearing, and the crew failed to stop and inspect the train when they did not receive a message from the failed equipment detector.​<br></p>",,,<p>​​<br><br></p>,,,,,,,,,,,,
22,Grade Crossing Accident and Derailment of CSX Freight Train with Hazardous Materials Release,1994-05-21T04:00:00Z,35.682694,-89.124845,Closed,,,,,,,,"<p>​​​CSX freight train Extra 8417 East, traveling 37 MPH on a 49 MPH track, struck a loaded dump truck at a private grade crossing. Three locomotives and 36 cars were derailed. The train whistle was being sounded and the locomotive headlight was illuminated. The vehicle had turned off the highway onto the dirt crossing and approached the main track without stopping. The brakeman, who was seated on the left side of the locomotive cab, observed the truck enter the crossing from the north side. The engineer could not see the truck from his side of the cab. The brakeman stated that the truck driver did not look at the train until the last second before impact. The crossing was equipped with reflectorized crossbuck crossing signs. The driver was fatally injured. Three tank cars were derailed; one containing hazardous material was punctured and its contents were released. The other two contained petroleum product. A half-mile radius are was evacuated, affecting 12 people.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>​<br>",<p>​​The probable cause of this accident was the failure of the vehicle driver to stop at the grade crossing.​<br></p>,,,,,,,,,,,,,,,
23,Amtrak Train 87 Derailment after Colliding with Intermodal Trailer from CSXT Train 176,1994-05-16T04:00:00Z,35.682694,-89.124845,Closed,,,,,,,,"<p>At 4&#58;36 a.m. on May 16, 1994, the southbound National Railroad Passenger Corporation (Amtrak) train 87, Silver Meteor, collided with an intermodal trailer that had either fallen or was falling from a flat car on the passing northbound CSX Transportation Inc freight train R176-15 (CSXT 176) at Selma, North Carolina. Amtrak train 87 consisted of a two-unit locomotive and 18 cars; CSXT 176 consisted of a three-unit locomotive and 52 cars. All but the last car of Amtrak train 87 derailed, and the next to the last car on CSXT 176 also derailed. On Amtrak train 87, the assistant engineer was killed, the engineer sustained serious injuries, and 1 on-board service crewmember and 119 passengers received minor injuries. The operating crew on CSXT 176 sustained no injuries.</p>",<p>​​The probable cause of hte derailment of Amtrak train 87 was the failure of the CSX Intermodal Corporation loading crew to properly secure the intermodal trailer to the flat car on CSXT 176 and the failure of the CSX Intermodal Corporation to have in place a comprehensive inspection program.<br></p>,"<p>​As a result of this investigation, we made recommendations to the Federal Railroad Administration and to the Association of American Railroads.​​<br></p>",,,,,,,,,,,,,,
24,Derailment of Burlington Northern Railroad Freight Train and Collision with Adjacent Standing Train,1994-04-26T04:00:00Z,41.399153,-99.61022,Closed,,,,,,,,"<p>​​Burlington Northern (BN) freight train Extra 8176 East, a loaded unit coal train, traveling 48 MPH on a 50 MPH track, had 42 cars derail and collide with BN empty unit coal train Extra 5134 that was standing on an adjacent main track. The collision caused the 17th through 37th cars of the standing train to derail. The engineer of 8176 stated that he was accelerating in throttle position no. 3, and was passing the standing train when the air brakes of the train applied in emergency as the train derailed. Pieces of broken rail were discovered in the area of the derailment. The rail was sent to a lab for metallurgicl testing, and an internal traverse defect was found. The rail had been ultrasonically inspected two months before the accident and no defects were noted at that time.</p><p>Note&#58; This investigation was published as a summary in RAB-96-03, <a href=""/investigations/AccidentReports/Reports/RAB9603.pdf"">Railroad Accident Briefs - Brief Format of 1994 Accidents</a>.</p>",<p>​​​The probable cause of this accident was that a rail broke under the loading forces of the train due to an undetected internal defect in the rail.​<br></p>,,,,,,,,,,,,,,,
